"26","2","5","0","2","1","834","45","393","180","1436181985046","1436181985046","0","0","0"
"27","1","4","10","6","3","262","17","352","-458","1436185237809","1436185238432","0","2","0"
"28","1","6","8","1","3","352","-458","127","-788","1436185242247","1436185242881","0","2","0"
"29","1","1","3","4","2","127","-788","262","-854","1436185244469","1436185244732","0","2","0"
"30","1","1","11","4","5","637","730","856","334","1436185603353","1436185603987","0","1","0"
"31","1","4","5","6","8","856","334","946","532","1436185604550","1436185604919","0","1","0"
"32","1","1","8","2","12","946","532","1096","783","1436185605746","1436185606187","0","1","0"
"33","1","2","12","6","0","1096","783","1276","17","1436185606828","1436185607491","0","1","0"
"34","1","5","0","7","10","1276","17","1387","664","1436185608134","1436185608798","0","1","0"
"35","1","4","10","7","11","1387","664","1585","730","1436185609494","1436185609862","0","1","0"
"36","1","1","11","5","4","1585","730","1891","268","1436185610690","1436185611205","0","1","0"
"37","1","5","4","7","12","1891","268","1981","783","1436185611781","1436185612193","0","1","0"
"38","1","6","12","7","12","1981","783","2047","783","1436185612796","1436185612970","0","1","0"
"39","1","4","12","5","10","2047","783","2155","664","1436185613679","1436185613987","0","1","0"
"40","1","4","10","6","0","2155","664","2266","17","1436185614975","1436185615536","0","1","0"
"41","1","1","0","5","8","2266","17","2551","532","1436185616497","1436185617146","0","1","0"
"42","1","5","8","6","7","2551","532","2596","466","1436185618281","1436185618605","0","1","0"
"43","1","3","7","7","10","2596","466","2839","664","1436185619513","1436185620059","0","1","0"
"44","1","6","10","7","10","2839","664","2905","664","1436185620714","1436185620919","0","1","0"
"45","1","2","8","1","6","127","532","61","400","1436186049018","1436186049399","0","3","0"
"46","1","3","6","0","2","61","400","-116","136","1436186050028","1436186050602","0","3","0"
"47","1","2","2","1","9","-116","136","-203","598","1436186051353","1436186051852","0","3","0"
"48","1","6","10","2","8","-4163","664","-4448","532","1436186054299","1436186054756","0","3","0"
"49","1","2","8","0","5","-4448","532","-4538","334","1436186055319","1436186055729","0","3","0"
"50","1","2","5","0","7","-4538","334","-4670","466","1436186056411","1436186056749","0","3","0"
"51","1","1","7","0","6","-4670","466","-4736","400","1436186057379","1436186057819","0","3","0"
"52","1","1","6","0","2","-4736","400","-4802","136","1436186058382","1436186058794","0","3","0"
"53","1","1","2","0","7","-4802","136","-4868","466","1436186059436","1436186059818","0","3","0"
"54","1","4","7","3","2","-4868","466","-4997","136","1436186060647","1436186061177","0","3","0"
"55","1","3","2","2","5","-4997","136","-5042","334","1436186061647","1436186061925","0","3","0"
"56","1","2","5","1","0","-5042","334","-5087","17","1436186062488","1436186062898","0","3","0"
"57","1","3","0","0","11","-5087","17","-5264","730","1436186063504","1436186064135","0","3","0"
"58","1","3","11","0","10","-5264","730","-5462","664","1436186065990","1436186066431","0","3","0"
"59","1","2","10","0","1","-5462","664","-5594","70","1436186066981","1436186067658","0","3","0"
"60","1","4","1","2","1","-5594","70","-5768","70","1436186068354","1436186068678","0","3","0"
"61","1","2","1","1","2","-5768","70","-5813","136","1436186069201","1436186069450","0","3","0"
"62","1","2","9","0","9","-8936","598","-9026","598","1436186071674","1436186071922","0","3","0"
"63","1","4","9","1","2","-9026","598","-9245","136","1436186072605","1436186073402","0","3","0"
"64","1","2","2","1","10","-9245","136","-9311","664","1436186074033","1436186074608","0","3","0"
"65","1","2","10","1","10","-9311","664","-9377","664","1436186075223","1436186075457","0","3","0"
"66","1","2","10","1","0","-9377","664","-9443","17","1436186076021","1436186076609","0","3","0"
"67","1","2","0","1","1","-9443","17","-9509","70","1436186077291","1436186077569","0","3","0"
"68","1","6","1","1","2","-9509","70","-9839","136","1436186079536","1436186080082","0","3","0"
"69","1","4","2","1","8","-9839","136","-10037","532","1436186080698","1436186081170","0","3","0"
"70","1","2","8","0","1","-10037","532","-10148","70","1436186081719","1436186082264","0","3","0"
"71","1","2","1","0","6","-10148","70","-10280","400","1436186082828","1436186083209","0","3","0"
"72","2","5","0","2","1","834","45","393","180","1436181985046","1436181985046","0","0","0"
"73","1","1","6","2","0","127","-6002","172","-6385","1436186150720","1436186151188","0","2","0"
"74","1","2","1","2","0","172","-6385","172","-6451","1436186151765","1436186151983","0","2","0"
"75","1","2","9","7","0","172","-6451","397","-7045","1436186152706","1436186153236","0","2","0"
"76","1","7","9","4","8","397","-7045","262","-7124","1436186154027","1436186154348","0","2","0"
"77","1","4","8","3","4","262","-7124","217","-7388","1436186156058","1436186156424","0","2","0"
"78","1","3","8","5","7","217","-7388","307","-7454","1436186157136","1436186157458","0","2","0"
"79","1","5","7","5","1","307","-7454","307","-7850","1436186157981","1436186158466","0","2","0"
"80","1","5","11","7","3","307","-7850","397","-8378","1436186159578","1436186160285","0","2","0"
"81","1","7","3","6","0","397","-8378","352","-8563","1436186160756","1436186161228","0","2","0"
"82","1","6","9","4","7","352","-8563","262","-8708","1436186162035","1436186162397","0","2","0"
"83","1","4","11","3","5","262","-8708","217","-9104","1436186163134","1436186163664","0","2","0"
"84","1","3","5","3","3","217","-9104","217","-9236","1436186164121","1436186164415","0","2","0"
"85","1","3","11","1","3","217","-9236","127","-9764","1436186165270","1436186165920","0","2","0"
"86","1","1","3","0","1","127","-9764","82","-9896","1436186166429","1436186166839","0","2","0"
"87","1","0","6","3","4","82","-9896","217","-10028","1436186167576","1436186168003","0","2","0"
"88","1","3","4","4","2","217","-10028","262","-10160","1436186168539","1436186168875","0","2","0"
"89","1","4","6","7","1","262","-10160","397","-10490","1436186169546","1436186170061","0","2","0"
"90","1","7","7","2","5","397","-10490","172","-10622","1436186170759","1436186171245","0","2","0"
"91","1","2","10","6","2","172","-10622","352","-11150","1436186172113","1436186172705","0","2","0"
"92","1","6","6","0","0","352","-11150","82","-11533","1436186173334","1436186174071","0","2","0"
"93","1","0","1","6","0","82","-11533","352","-11599","1436186174808","1436186175247","0","2","0"
"94","1","6","9","5","2","352","-11599","307","-12074","1436186176064","1436186176610","0","2","0"
"95","1","5","8","2","5","307","-12074","172","-12272","1436186177320","1436186177762","0","2","0"
"96","1","2","5","2","4","172","-12272","172","-12338","1436186178432","1436186178665","0","2","0"
"97","2","5","0","2","1","834","45","393","180","1436181985046","1436181985046","0","0","0"
"98","1","1","2","4","10","127","598","262","1126","1436186558267","1436186559006","0","0","0"
"99","1","4","6","6","10","262","1126","352","1390","1436186559676","1436186560135","0","0","0"
"100","1","6","7","1","10","352","1390","127","1588","1436186560753","1436186561164","0","0","0"
"101","1","1","6","2","12","127","1588","172","1971","1436186561941","1436186562472","0","0","0"
"102","1","2","11","7","12","172","1971","397","2037","1436186563476","1436186563874","0","0","0"
"103","1","7","3","2","8","397","2037","172","2380","1436186564799","1436186565299","0","0","0"
"104","1","2","8","7","12","172","2380","397","2631","1436186565877","1436186566348","0","0","0"
"105","1","7","5","6","9","397","2631","352","2908","1436186567086","1436186567470","0","0","0"
"106","1","6","9","1","12","352","2908","127","3093","1436186568019","1436186568403","0","0","0"
"107","1","1","2","2","6","127","3093","172","3370","1436186569274","1436186569640","0","0","0"
"108","1","2","5","1","12","172","3370","127","3819","1436186570181","1436186570606","0","0","0"
"109","1","1","10","5","11","127","3819","307","3898","1436186571183","1436186571535","0","0","0"
"110","1","4","3","5","12","262","730","307","1311","1436186622221","1436186623003","0","0","0"
"111","1","5","11","6","12","307","1311","352","1377","1436186623662","1436186623939","0","0","0"
"112","1","6","2","6","10","352","1377","352","1918","1436186624703","1436186625266","0","0","0"
"113","1","6","9","7","12","352","1918","397","2103","1436186625789","1436186626112","0","0","0"
"114","1","7","5","2","11","397","2103","172","2512","1436186626837","1436186627607","0","0","0"
"115","1","2","1","4","3","172","2512","262","2644","1436186628717","1436186629144","0","0","0"
"116","1","4","3","1","4","262","2644","127","2710","1436186629668","1436186629976","0","0","0"
"117","1","1","4","1","12","127","2710","127","3225","1436186630472","1436186630957","0","0","0"
"118","1","1","2","6","5","127","3225","352","3436","1436186633167","1436186633816","0","0","0"
"119","1","6","5","6","6","352","3436","352","3502","1436186634394","1436186634598","0","0","0"
"120","1","0","4","5","0","82","268","307","17","1436186649895","1436186650468","0","2","0"
"121","1","5","5","0","3","307","17","82","-128","1436186651288","1436186651772","0","2","0"
"122","1","1","9","1","7","127","-6517","127","-6662","1436186654065","1436186654357","0","2","0"
"123","1","1","7","1","0","127","-6662","127","-7111","1436186654962","1436186655447","0","2","0"
"124","1","1","10","0","2","127","-7111","82","-7652","1436186656359","1436186656978","0","2","0"
"125","1","0","8","5","0","82","-7652","307","-8167","1436186657700","1436186658305","0","2","0"
"126","1","5","11","2","10","307","-8167","172","-8246","1436186659069","1436186659408","0","2","0"
"127","1","2","10","3","7","172","-8246","217","-8444","1436186659919","1436186660286","0","2","0"
"128","1","3","7","7","3","217","-8444","397","-8708","1436186660837","1436186661294","0","2","0"
"129","1","7","8","3","5","397","-8708","217","-8906","1436186661978","1436186662406","0","2","0"
"130","1","3","5","0","0","217","-8906","82","-9223","1436186662903","1436186663389","0","2","0"
"131","1","0","3","0","1","82","-9223","82","-9368","1436186664005","1436186664328","0","2","0"
"132","1","0","6","7","5","82","-9368","397","-9434","1436186664986","1436186665412","0","2","0"
"133","1","7","5","5","0","397","-9434","307","-9751","1436186665923","1436186666424","0","2","0"
"134","1","5","1","0","0","307","-9751","82","-9817","1436186666976","1436186667371","0","2","0"
"135","1","0","5","5","1","82","-9817","307","-10094","1436186668096","1436186668582","0","2","0"
"136","1","5","11","2","4","307","-10094","172","-10556","1436186669654","1436186670319","0","2","0"
"137","1","2","5","4","4","172","-10556","262","-10622","1436186670829","1436186671092","0","2","0"
"138","1","4","7","7","4","262","-10622","397","-10820","1436186671710","1436186672138","0","2","0"
"139","1","7","8","4","6","397","-10820","262","-10952","1436186672821","1436186673205","0","2","0"
"140","1","4","6","4","5","262","-10952","262","-11018","1436186673701","1436186673936","0","2","0"
"141","1","4","5","5","2","262","-11018","307","-11216","1436186674459","1436186674768","0","2","0"
"142","1","5","10","6","7","307","-11216","352","-11414","1436186675572","1436186675910","0","2","0"
"143","1","6","7","6","3","352","-11414","352","-11678","1436186676367","1436186676913","0","2","0"
"144","1","6","3","4","1","352","-11678","262","-11810","1436186677584","1436186677936","0","2","0"
"145","1","4","8","4","7","262","-11810","262","-11876","1436186678634","1436186678898","0","2","0"
"146","1","2","7","5","9","172","783","307","928","1436186690423","1436186690777","0","0","0"
"147","1","5","9","3","11","307","928","217","1060","1436186691394","1436186691686","0","0","0"
"148","1","3","6","4","10","217","1060","262","1324","1436186692585","1436186693086","0","0","0"
"149","1","4","2","7","10","262","1324","397","1852","1436186693986","1436186694740","0","0","0"
"150","1","7","7","3","11","397","1852","217","2116","1436186695437","1436186695895","0","0","0"
"151","1","3","9","5","12","217","2116","307","2301","1436186696685","1436186697082","0","0","0"
"152","1","5","10","2","11","307","2301","172","2380","1436186697620","1436186697972","0","0","0"
"153","1","2","5","0","12","172","2380","82","2829","1436186698791","1436186699411","0","0","0"
"154","1","0","11","5","12","82","2829","307","2895","1436186700067","1436186700465","0","0","0"
"155","1","5","8","3","10","307","2895","217","3040","1436186701176","1436186701513","0","0","0"
"156","1","3","8","4","12","217","3040","262","3291","1436186702051","1436186702566","0","0","0"
"157","1","4","10","2","11","262","3291","172","3370","1436186703118","1436186703277","0","0","0"
"158","1","6","11","4","9","352","730","262","598","1436186711660","1436186712027","0","3","0"
"159","1","4","9","2","6","262","598","172","400","1436186712539","1436186712965","0","3","0"
"160","1","2","6","1","3","172","400","127","202","1436186713504","1436186713886","0","3","0"
"161","1","5","3","2","8","127","202","-92","532","1436186714782","1436186715310","0","3","0"
"162","1","4","8","0","5","-92","532","-314","334","1436186716064","1436186716520","0","3","0"
"163","1","2","5","1","7","-314","334","-401","466","1436186717045","1436186717366","0","3","0"
"164","1","3","11","1","10","217","730","127","664","1436186778416","1436186778753","0","3","0"
"165","1","2","7","1","10","-401","466","-467","664","1436186717891","1436186718228","0","3","0"
"166","1","2","10","0","3","127","664","16","202","1436186779263","1436186779840","0","3","0"
"167","1","4","10","2","6","-467","664","-620","400","1436186718926","1436186719414","0","3","0"
"168","1","4","3","2","9","16","202","-158","598","1436186780670","1436186781141","0","3","0"
"169","1","2","6","1","4","-620","400","-665","268","1436186719937","1436186720259","0","3","0"
"170","1","4","4","1","2","-665","268","-863","136","1436186721158","1436186721598","0","3","0"
"171","1","2","9","0","3","-158","598","-248","202","1436186781616","1436186782098","0","3","0"
"172","1","7","8","1","9","397","730","127","796","1436186735120","1436186735504","0","0","0"
"173","1","5","3","3","5","-248","202","-443","334","1436186782863","1436186783216","0","3","0"
"174","1","1","9","1","12","127","796","127","981","1436186736415","1436186736737","0","0","0"
"175","1","3","5","0","6","-443","334","-578","400","1436186783687","1436186783964","0","3","0"
"176","1","1","5","7","10","127","981","397","1324","1436186737809","1436186738400","0","0","0"
"177","1","3","6","1","11","-578","400","-731","730","1436186784608","1436186785006","0","3","0"
"178","1","4","11","1","10","-731","730","-929","664","1436186785744","1436186786127","0","3","0"
"179","1","7","9","7","11","397","1324","397","1456","1436186738965","1436186739215","0","0","0"
"180","1","7","10","6","11","397","1456","352","1522","1436186739832","1436186740038","0","0","0"
"181","1","6","10","4","0","-929","664","-1124","17","1436186787011","1436186787660","0","3","0"
"182","1","6","9","5","10","352","1522","307","1588","1436186740601","1436186740790","0","0","0"
"183","1","5","6","3","7","307","1588","217","1654","1436186741473","1436186741708","0","0","0"
"184","1","3","7","7","9","217","1654","397","1786","1436186742460","1436186742754","0","0","0"
"185","1","4","0","2","4","-1124","17","-1214","268","1436186788145","1436186788557","0","3","0"
"186","1","7","9","6","10","397","1786","352","1852","1436186743238","1436186743398","0","0","0"
"187","1","3","4","0","6","-1214","268","-1370","400","1436186789027","1436186789378","0","3","0"
"188","1","2","6","0","3","-1370","400","-1502","202","1436186789944","1436186790369","0","3","0"
"189","1","2","3","0","2","-1502","202","-1634","136","1436186790948","1436186791328","0","3","0"
"190","1","5","2","0","4","-1634","136","-1964","268","1436186792186","1436186792599","0","3","0"
"191","1","5","4","1","5","-1964","268","-2249","334","1436186793297","1436186793664","0","3","0"
"192","1","7","3","6","2","397","202","352","136","1436187161718","1436187162026","0","2","0"
"193","1","5","6","2","1","307","-5342","172","-5672","1436187164424","1436187164908","0","2","0"
"194","1","2","9","6","0","172","-5672","352","-6253","1436187165699","1436187166244","0","2","0"
"195","1","0","5","5","4","82","-12140","307","-12206","1436187168599","1436187169633","0","2","0"
"196","1","4","10","3","7","262","-18133","217","-18344","1436187173395","1436187173747","0","2","0"
"197","1","3","10","2","3","217","-18344","172","-18806","1436187174324","1436187174899","0","2","0"
"198","1","2","3","3","1","172","-18806","217","-18938","1436187175407","1436187175732","0","2","0"
"199","1","3","3","1","1","217","-18938","127","-19070","1436187176241","1436187176608","0","2","0"
"200","1","1","2","3","1","127","-19070","217","-19136","1436187177196","1436187177444","0","2","0"
"201","1","3","7","3","1","217","-19136","217","-19532","1436187178275","1436187178774","0","2","0"
"202","1","3","11","7","3","217","-19532","397","-20060","1436187179696","1436187180301","0","2","0"
"203","1","7","3","1","1","397","-20060","127","-20192","1436187180878","1436187181379","0","2","0"
"204","1","1","3","6","1","127","-20192","352","-20324","1436187181996","1436187182361","0","2","0"
"205","1","6","8","0","3","352","-20324","82","-20654","1436187183097","1436187183673","0","2","0"
"206","1","0","3","7","1","82","-20654","397","-20786","1436187184168","1436187184922","0","2","0"
"207","1","7","10","4","4","397","-20786","262","-21182","1436187186921","1436187187451","0","2","0"
"208","1","4","4","4","1","262","-21182","262","-21380","1436187187895","1436187188248","0","2","0"
"209","1","4","8","6","7","262","-21380","352","-21446","1436187188903","1436187189152","0","2","0"
"210","1","6","7","3","0","352","-21446","217","-21895","1436187189650","1436187190223","0","2","0"
"211","1","3","2","5","0","217","-21895","307","-22027","1436187190827","1436187191134","0","2","0"
"212","1","5","4","0","1","307","-22027","82","-22238","1436187192003","1436187192444","0","2","0"
"213","1","0","7","1","3","82","-22238","127","-22502","1436187193154","1436187193462","0","2","0"
"214","1","1","3","2","2","127","-22502","172","-22568","1436187194012","1436187194185","0","2","0"
"215","1","2","10","3","1","172","-22568","217","-23162","1436187195029","1436187195573","0","2","0"
"216","1","3","6","3","2","217","-23162","217","-23426","1436187196150","1436187196502","0","2","0"
"217","1","3","4","5","1","217","-23426","307","-23624","1436187197026","1436187197382","0","2","0"
"218","1","5","2","4","0","307","-23624","262","-23743","1436187197941","1436187198173","0","2","0"
"219","1","4","1","4","0","262","-23743","262","-23809","1436187198683","1436187198872","0","2","0"
"220","1","4","10","6","5","262","-23809","352","-24152","1436187199701","1436187200054","0","2","0"
"221","1","6","5","6","1","352","-24152","352","-24416","1436187200485","1436187200852","0","2","0"
"222","1","1","10","4","3","127","-29762","262","-30224","1436187202967","1436187203453","0","2","0"
"223","1","4","10","7","8","262","-30224","397","-30356","1436187204163","1436187204471","0","2","0"
"224","1","7","8","7","3","397","-30356","397","-30686","1436187204901","1436187205374","0","2","0"
"225","1","7","8","2","7","397","-30686","172","-30752","1436187206123","1436187206505","0","2","0"
"226","1","2","7","6","6","172","-30752","352","-30818","1436187206989","1436187207267","0","2","0"
"227","1","6","10","6","3","352","-30818","352","-31280","1436187209050","1436187209552","0","2","0"
"228","1","5","9","1","12","307","598","127","783","1436187773929","1436187774989","0","0","0"
"229","1","1","1","6","9","127","783","352","1324","1436187776771","1436187777434","0","0","0"
"230","1","6","4","2","9","352","1324","172","1654","1436187778062","1436187778488","0","0","0"
"231","1","2","9","5","12","172","1654","307","1839","1436187779394","1436187779759","0","0","0"
"232","1","5","3","5","5","307","1839","307","1984","1436187780441","1436187780703","0","0","0"
"233","1","5","5","5","9","307","1984","307","2248","1436187781278","1436187782164","0","0","0"
"234","1","5","8","4","9","307","2248","262","2314","1436187782700","1436187782962","0","0","0"
"235","1","0","9","0","4","82","-4946","82","-5276","1436187790156","1436187790522","0","2","0"
"236","1","0","4","4","0","82","-5276","262","-5527","1436187791031","1436187791366","0","2","0"
"237","1","4","9","6","0","262","-5527","352","-6121","1436187792074","1436187792588","0","2","0"
"238","1","6","7","4","2","352","-6121","262","-6464","1436187793217","1436187793643","0","2","0"
"239","1","4","3","6","0","262","-6464","352","-6649","1436187794150","1436187794473","0","2","0"
"240","1","6","1","2","0","352","-6649","172","-6715","1436187794995","1436187795302","0","2","0"
"241","1","2","5","0","2","172","-6715","82","-6926","1436187795995","1436187796347","0","2","0"
"242","1","0","6","0","5","82","-6926","82","-6992","1436187796988","1436187797211","0","2","0"
"243","1","0","5","2","4","82","-6992","172","-7058","1436187797726","1436187797959","0","2","0"
"244","1","2","7","4","5","172","-7058","262","-7190","1436187798561","1436187798809","0","2","0"
"245","1","4","11","7","4","262","-7190","397","-7652","1436187799611","1436187800140","0","2","0"
"246","1","7","4","1","1","397","-7652","127","-7850","1436187800689","1436187801218","0","2","0"
"247","1","1","2","3","1","127","-7850","217","-7916","1436187801806","1436187802099","0","2","0"
"248","1","3","11","1","2","217","-7916","127","-8510","1436187802847","1436187803435","0","2","0"
"249","1","1","7","4","1","127","-8510","262","-8906","1436187804116","1436187804540","0","2","0"
"250","1","4","2","2","0","262","-8906","172","-9025","1436187805063","1436187805399","0","2","0"
"251","1","2","11","5","5","172","-9025","307","-9434","1436187806252","1436187806723","0","2","0"
"252","1","5","5","0","2","307","-9434","82","-9632","1436187807152","1436187807636","0","2","0"
"253","1","0","11","0","1","82","-9632","82","-10292","1436187808398","1436187808971","0","2","0"
"254","1","0","4","1","3","82","-10292","127","-10358","1436187809651","1436187809869","0","2","0"
"255","1","1","7","3","4","127","-10358","217","-10556","1436187810511","1436187810892","0","2","0"
"256","1","3","7","6","3","217","-10556","352","-10820","1436187811521","1436187811931","0","2","0"
"257","1","6","3","0","2","352","-10820","82","-10886","1436187812480","1436187812934","0","2","0"
"258","1","0","6","6","5","82","-10886","352","-10952","1436187813576","1436187813883","0","2","0"
"259","1","6","5","0","3","352","-10952","82","-11084","1436187814365","1436187814820","0","2","0"
"260","1","0","3","3","1","82","-11084","217","-11216","1436187815342","1436187815604","0","2","0"
"261","1","3","6","7","0","217","-11216","397","-11599","1436187816259","1436187816640","0","2","0"
"262","1","7","2","5","0","397","-11599","307","-11731","1436187817256","1436187817532","0","2","0"
"263","1","4","6","6","10","397","400","550","664","1436187836331","1436187836712","0","1","0"
"264","1","5","10","6","8","550","664","616","532","1436187837275","1436187837507","0","1","0"
"265","1","5","8","6","9","616","532","682","598","1436187838097","1436187838300","0","1","0"
"266","1","5","9","6","1","682","598","748","70","1436187838915","1436187839371","0","1","0"
"267","1","5","1","6","12","748","70","814","783","1436187839973","1436187840472","0","1","0"
"268","1","1","12","5","3","814","783","1099","202","1436187842497","1436187842937","0","1","0"
"269","1","6","3","7","3","4951","202","5017","202","1436187844956","1436187845071","0","1","0"
"270","1","4","3","6","12","5017","202","5170","783","1436187845713","1436187846346","0","1","0"
"271","1","4","12","7","10","5170","783","5347","664","1436187846988","1436187847370","0","1","0"
"272","1","6","10","7","4","5347","664","5413","268","1436187847932","1436187848373","0","1","0"
"273","1","2","4","5","8","5413","268","5653","532","1436187849148","1436187849766","0","1","0"
"274","1","3","8","4","1","5653","532","5740","70","1436187850355","1436187850943","0","1","0"
"275","1","4","1","7","6","5740","70","5875","400","1436187851519","1436187851959","0","1","0"
"276","1","2","6","4","3","5875","400","6070","202","1436187852788","1436187853139","0","1","0"
"277","1","4","3","5","2","6070","202","6115","136","1436187853664","1436187853879","0","1","0"
"278","1","5","2","6","5","6115","136","6160","334","1436187854415","1436187854738","0","1","0"
"279","1","5","5","6","0","6160","334","6226","17","1436187855286","1436187855636","0","1","0"
"280","1","3","0","7","7","6226","17","6469","466","1436187856252","1436187856944","0","1","0"
"281","1","6","7","7","11","6469","466","6535","730","1436187857453","1436187857850","0","1","0"
"282","1","2","11","5","1","6535","730","6775","70","1436187858560","1436187859044","0","1","0"
"283","1","5","1","6","5","6775","70","6820","334","1436187859540","1436187859891","0","1","0"
"284","1","1","5","5","2","6820","334","7105","136","1436187860626","1436187861021","0","1","0"
"285","1","1","2","6","11","7105","136","7414","730","1436187861757","1436187862628","0","1","0"
"286","1","4","11","7","3","7414","730","7591","202","1436187863310","1436187863721","0","1","0"
"287","1","5","3","6","1","7591","202","7678","70","1436187864323","1436187864556","0","1","0"
"288","1","5","1","6","2","7678","70","7744","136","1436187865227","1436187865399","0","1","0"
"289","1","2","2","4","3","7744","136","7918","202","1436187866188","1436187866510","0","1","0"
"290","1","4","3","7","2","7918","202","8053","136","1436187867112","1436187867331","0","1","0"
"291","1","2","2","7","1","8053","136","8383","70","1436187868093","1436187868474","0","1","0"
"292","1","3","1","6","4","8383","70","8602","268","1436187869171","1436187869684","0","1","0"
"293","1","3","1","2","2","217","1047","172","1126","1436188208332","1436188208694","0","0","0"
"294","1","2","2","4","3","172","1126","262","1192","1436188209215","1436188209492","0","0","0"
"295","1","4","3","6","7","262","1192","352","1456","1436188210028","1436188210556","0","0","0"
"296","1","6","7","5","9","352","1456","307","1588","1436188210998","1436188211364","0","0","0"
"297","1","5","4","3","5","307","1588","217","1654","1436188212111","1436188212403","0","0","0"
"298","1","3","5","6","10","217","1654","352","1984","1436188212966","1436188213612","0","0","0"
"299","1","4","11","7","12","262","7119","397","7185","1436188216065","1436188217730","0","0","0"
"300","1","7","3","0","5","397","7185","82","7330","1436188218783","1436188219237","0","0","0"
"301","1","0","5","7","10","82","7330","397","7660","1436188221903","1436188222624","0","0","0"
"302","1","7","1","3","2","397","7660","217","7726","1436188223597","1436188223993","0","0","0"
"303","1","3","2","3","8","217","7726","217","8122","1436188225608","1436188226135","0","0","0"
"304","1","3","8","3","11","217","8122","217","8320","1436188226655","1436188227038","0","0","0"
"305","1","3","2","0","9","217","8320","82","8782","1436188227877","1436188228629","0","0","0"
"306","1","0","9","6","11","82","8782","352","8914","1436188229203","1436188229687","0","0","0"
"307","1","6","4","5","7","352","8914","307","9112","1436188230435","1436188230906","0","0","0"
"308","1","5","7","3","11","307","9112","217","9376","1436188231442","1436188231969","0","0","0"
"309","1","3","6","7","7","217","9376","397","9442","1436188232718","1436188233098","0","0","0"
"310","1","7","7","6","11","397","9442","352","9706","1436188233619","1436188233971","0","0","0"
"311","1","3","11","7","11","505","730","727","730","1436188674618","1436188675120","0","1","0"
"312","1","4","11","7","9","727","730","925","598","1436188675828","1436188676283","0","1","0"
"313","1","3","9","7","4","925","598","1189","268","1436188677086","1436188678100","0","1","0"
"314","1","6","4","7","1","1189","268","1255","70","1436188678874","1436188679254","0","1","0"
"315","1","2","1","4","5","1255","70","1450","334","1436188680055","1436188680627","0","1","0"
"316","1","4","5","7","11","1450","334","1585","730","1436188681056","1436188681689","0","1","0"
"317","1","4","11","6","4","1585","730","1738","268","1436188683645","1436188684099","0","1","0"
"318","1","2","4","7","12","1738","268","2047","783","1436188684795","1436188685530","0","1","0"
"319","1","1","12","3","12","2047","783","2263","783","1436188687374","1436188687799","0","1","0"
"320","1","7","5","6","2","397","334","352","136","1436189084679","1436189085162","0","2","0"
"321","1","6","11","4","5","352","136","262","-260","1436189087249","1436189087764","0","2","0"
"322","1","4","10","7","9","262","-260","397","-326","1436189088485","1436189088888","0","2","0"
"323","1","7","9","3","2","397","-326","217","-788","1436189089296","1436189090031","0","2","0"
"324","1","3","3","7","2","217","-788","397","-854","1436189090673","1436189091142","0","2","0"
"325","1","7","7","3","1","397","-854","217","-1250","1436189091755","1436189092300","0","2","0"
"326","1","3","9","2","0","217","-1250","172","-1831","1436189092927","1436189093764","0","2","0"
"327","1","2","8","1","7","172","-1831","127","-1910","1436189094445","1436189094707","0","2","0"
"328","1","1","7","3","1","127","-1910","217","-2306","1436189095147","1436189095602","0","2","0"
